,quadkey,tile,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
4496726,2101222331331003,"POLYGON ((-64.7259521484375 -21.5399566230854, -64.720458984375 -21.5399566230854, -64.720458984375 -21.5450660642662, -64.7259521484375 -21.5450660642662, -64.7259521484375 -21.5399566230854))",11483,3971,292,9,7
4496727,2101222331331010,"POLYGON ((-64.720458984375 -21.5348470020488, -64.7149658203125 -21.5348470020488, -64.7149658203125 -21.5399566230854, -64.720458984375 -21.5399566230854, -64.720458984375 -21.5348470020488))",13554,4974,35,55,13
4496728,2101222331331011,"POLYGON ((-64.7149658203125 -21.5348470020488, -64.70947265625 -21.5348470020488, -64.70947265625 -21.5399566230854, -64.7149658203125 -21.5399566230854, -64.7149658203125 -21.5348470020488))",11229,4443,30,46,13
4496729,2101222331331012,"POLYGON ((-64.720458984375 -21.5399566230854, -64.7149658203125 -21.5399566230854, -64.7149658203125 -21.5450660642662, -64.720458984375 -21.5450660642662, -64.720458984375 -21.5399566230854))",9819,3607,36,133,14
4496730,2101222331331013,"POLYGON ((-64.7149658203125 -21.5399566230854, -64.70947265625 -21.5399566230854, -64.70947265625 -21.5450660642662, -64.7149658203125 -21.5450660642662, -64.7149658203125 -21.5399566230854))",13612,4629,56,88,12
4496731,2101222331331020,"POLYGON ((-64.7314453125 -21.5450660642662, -64.7259521484375 -21.5450660642662, -64.7259521484375 -21.5501753255569, -64.7314453125 -21.5501753255569, -64.7314453125 -21.5450660642662))",8316,4328,44,36,14
4496732,2101222331331021,"POLYGON ((-64.7259521484375 -21.5450660642662, -64.720458984375 -21.5450660642662, -64.720458984375 -21.5501753255569, -64.7259521484375 -21.5501753255569, -64.7259521484375 -21.5450660642662))",6005,3338,30,5,3
4496733,2101222331331022,"POLYGON ((-64.7314453125 -21.5501753255569, -64.7259521484375 -21.5501753255569, -64.7259521484375 -21.5552844069232, -64.7314453125 -21.5552844069232, -64.7314453125 -21.5501753255569))",8467,3258,53,34,11
4496734,2101222331331023,"POLYGON ((-64.7259521484375 -21.5501753255569, -64.720458984375 -21.5501753255569, -64.720458984375 -21.5552844069232, -64.7259521484375 -21.5552844069232, -64.7259521484375 -21.5501753255569))",7570,2832,29,24,10
4496735,2101222331331030,"POLYGON ((-64.720458984375 -21.5450660642662, -64.7149658203125 -21.5450660642662, -64.7149658203125 -21.5501753255569, -64.720458984375 -21.5501753255569, -64.720458984375 -21.5450660642662))",10210,3655,28,6,5
4496736,2101222331331031,"POLYGON ((-64.7149658203125 -21.5450660642662, -64.70947265625 -21.5450660642662, -64.70947265625 -21.5501753255569, -64.7149658203125 -21.5501753255569, -64.7149658203125 -21.5450660642662))",4443,1663,219,1,1
4496737,2101222331331032,"POLYGON ((-64.720458984375 -21.5501753255569, -64.7149658203125 -21.5501753255569, -64.7149658203125 -21.5552844069232, -64.720458984375 -21.5552844069232, -64.720458984375 -21.5501753255569))",17643,6745,78,12,5
4496738,2101222331331100,"POLYGON ((-64.70947265625 -21.5348470020488, -64.7039794921875 -21.5348470020488, -64.7039794921875 -21.5399566230854, -64.70947265625 -21.5399566230854, -64.70947265625 -21.5348470020488))",10639,4145,72,33,15
4496739,2101222331331101,"POLYGON ((-64.7039794921875 -21.5348470020488, -64.698486328125 -21.5348470020488, -64.698486328125 -21.5399566230854, -64.7039794921875 -21.5399566230854, -64.7039794921875 -21.5348470020488))",18660,6338,36,9,4
4496740,2101222331331102,"POLYGON ((-64.70947265625 -21.5399566230854, -64.7039794921875 -21.5399566230854, -64.7039794921875 -21.5450660642662, -64.70947265625 -21.5450660642662, -64.70947265625 -21.5399566230854))",8870,4694,28,31,7
4496741,2101222331331103,"POLYGON ((-64.7039794921875 -21.5399566230854, -64.698486328125 -21.5399566230854, -64.698486328125 -21.5450660642662, -64.7039794921875 -21.5450660642662, -64.7039794921875 -21.5399566230854))",6208,2626,99,2,2
4496742,2101222331331112,"POLYGON ((-64.698486328125 -21.5399566230854, -64.6929931640625 -21.5399566230854, -64.6929931640625 -21.5450660642662, -64.698486328125 -21.5450660642662, -64.698486328125 -21.5399566230854))",10355,6610,25,4,1
4496743,2101222331331120,"POLYGON ((-64.70947265625 -21.5450660642662, -64.7039794921875 -21.5450660642662, -64.7039794921875 -21.5501753255569, -64.70947265625 -21.5501753255569, -64.70947265625 -21.5450660642662))",4929,5414,36,3,3
4496744,2101222331331121,"POLYGON ((-64.7039794921875 -21.5450660642662, -64.698486328125 -21.5450660642662, -64.698486328125 -21.5501753255569, -64.7039794921875 -21.5501753255569, -64.7039794921875 -21.5450660642662))",14154,5983,26,4,3
4496745,2101222331331123,"POLYGON ((-64.7039794921875 -21.5501753255569, -64.698486328125 -21.5501753255569, -64.698486328125 -21.5552844069232, -64.7039794921875 -21.5552844069232, -64.7039794921875 -21.5501753255569))",3869,1457,43,2,2
4496746,2101222331331130,"POLYGON ((-64.698486328125 -21.5450660642662, -64.6929931640625 -21.5450660642662, -64.6929931640625 -21.5501753255569, -64.698486328125 -21.5501753255569, -64.698486328125 -21.5450660642662))",12154,4779,63,78,7
4496747,2101222331331131,"POLYGON ((-64.6929931640625 -21.5450660642662, -64.6875 -21.5450660642662, -64.6875 -21.5501753255569, -64.6929931640625 -21.5501753255569, -64.6929931640625 -21.5450660642662))",5016,1631,31,1,1
4496748,2101222331331132,"POLYGON ((-64.698486328125 -21.5501753255569, -64.6929931640625 -21.5501753255569, -64.6929931640625 -21.5552844069232, -64.698486328125 -21.5552844069232, -64.698486328125 -21.5501753255569))",5015,2817,32,3,1
4496749,2101222331331133,"POLYGON ((-64.6929931640625 -21.5501753255569, -64.6875 -21.5501753255569, -64.6875 -21.5552844069232, -64.6929931640625 -21.5552844069232, -64.6929931640625 -21.5501753255569))",12594,4473,30,6,3
4496750,2101222331331200,"POLYGON ((-64.7314453125 -21.5552844069232, -64.7259521484375 -21.5552844069232, -64.7259521484375 -21.5603933083308, -64.7314453125 -21.5603933083308, -64.7314453125 -21.5552844069232))",19075,5771,29,4,2
4496751,2101222331331201,"POLYGON ((-64.7259521484375 -21.5552844069232, -64.720458984375 -21.5552844069232, -64.720458984375 -21.5603933083308, -64.7259521484375 -21.5603933083308, -64.7259521484375 -21.5552844069232))",8987,4194,35,8,2
4496752,2101222331331202,"POLYGON ((-64.7314453125 -21.5603933083308, -64.7259521484375 -21.5603933083308, -64.7259521484375 -21.5655020297453, -64.7314453125 -21.5655020297453, -64.7314453125 -21.5603933083308))",2594,3041,27,2,1
4496753,2101222331331213,"POLYGON ((-64.7149658203125 -21.5603933083308, -64.70947265625 -21.5603933083308, -64.70947265625 -21.5655020297453, -64.7149658203125 -21.5655020297453, -64.7149658203125 -21.5603933083308))",10744,5033,26,6,3
4496754,2101222331331220,"POLYGON ((-64.7314453125 -21.5655020297453, -64.7259521484375 -21.5655020297453, -64.7259521484375 -21.5706105711327, -64.7314453125 -21.5706105711327, -64.7314453125 -21.5655020297453))",16,2676,436,1,1
4496755,2101222331331232,"POLYGON ((-64.720458984375 -21.5706105711327, -64.7149658203125 -21.5706105711327, -64.7149658203125 -21.5757189324585, -64.720458984375 -21.5757189324585, -64.720458984375 -21.5706105711327))",6187,6509,22,2,1
4496756,2101222331331300,"POLYGON ((-64.70947265625 -21.5552844069232, -64.7039794921875 -21.5552844069232, -64.7039794921875 -21.5603933083308, -64.70947265625 -21.5603933083308, -64.70947265625 -21.5552844069232))",12601,5829,52,24,7
4496757,2101222331331302,"POLYGON ((-64.70947265625 -21.5603933083308, -64.7039794921875 -21.5603933083308, -64.7039794921875 -21.5655020297453, -64.70947265625 -21.5655020297453, -64.70947265625 -21.5603933083308))",12777,3271,29,1,1
4496758,2101222331331303,"POLYGON ((-64.7039794921875 -21.5603933083308, -64.698486328125 -21.5603933083308, -64.698486328125 -21.5655020297453, -64.7039794921875 -21.5655020297453, -64.7039794921875 -21.5603933083308))",7090,3266,44,4,2
4496759,2101222331331310,"POLYGON ((-64.698486328125 -21.5552844069232, -64.6929931640625 -21.5552844069232, -64.6929931640625 -21.5603933083308, -64.698486328125 -21.5603933083308, -64.698486328125 -21.5552844069232))",13716,4857,33,4,3
4496760,2101222331331311,"POLYGON ((-64.6929931640625 -21.5552844069232, -64.6875 -21.5552844069232, -64.6875 -21.5603933083308, -64.6929931640625 -21.5603933083308, -64.6929931640625 -21.5552844069232))",16355,5214,28,42,4
4496761,2101222331331322,"POLYGON ((-64.70947265625 -21.5706105711327, -64.7039794921875 -21.5706105711327, -64.7039794921875 -21.5757189324585, -64.70947265625 -21.5757189324585, -64.70947265625 -21.5706105711327))",1379,1220,54,1,1
4496762,2101222331331332,"POLYGON ((-64.698486328125 -21.5706105711327, -64.6929931640625 -21.5706105711327, -64.6929931640625 -21.5757189324585, -64.698486328125 -21.5757189324585, -64.698486328125 -21.5706105711327))",1077,962,49,3,2
4496763,2101222331333001,"POLYGON ((-64.7259521484375 -21.5757189324585, -64.720458984375 -21.5757189324585, -64.720458984375 -21.5808271136885, -64.7259521484375 -21.5808271136885, -64.7259521484375 -21.5757189324585))",5058,3498,23,1,1
4496764,2101222331333010,"POLYGON ((-64.720458984375 -21.5757189324585, -64.7149658203125 -21.5757189324585, -64.7149658203125 -21.5808271136885, -64.720458984375 -21.5808271136885, -64.720458984375 -21.5757189324585))",9372,5335,29,31,5
4496765,2101222331333100,"POLYGON ((-64.70947265625 -21.5757189324585, -64.7039794921875 -21.5757189324585, -64.7039794921875 -21.5808271136885, -64.70947265625 -21.5808271136885, -64.70947265625 -21.5757189324585))",6961,4743,22,3,2
4496766,2101222331333110,"POLYGON ((-64.698486328125 -21.5757189324585, -64.6929931640625 -21.5757189324585, -64.6929931640625 -21.5808271136885, -64.698486328125 -21.5808271136885, -64.698486328125 -21.5757189324585))",3737,847,138,1,1
4496767,2101222333331213,"POLYGON ((-64.7149658203125 -21.8869871206816, -64.70947265625 -21.8869871206816, -64.70947265625 -21.8920842515615, -64.7149658203125 -21.8920842515615, -64.7149658203125 -21.8869871206816))",399,3865,34,1,1
4496768,2101223000112123,"POLYGON ((-64.3963623046875 -19.3681585057391, -64.390869140625 -19.3681585057391, -64.390869140625 -19.3733407133641, -64.3963623046875 -19.3733407133641, -64.3963623046875 -19.3681585057391))",282,1116,136,2,1
4496769,2101223010132331,"POLYGON ((-63.6822509765625 -19.4665922322076, -63.6767578125 -19.4665922322076, -63.6767578125 -19.4717713021051, -63.6822509765625 -19.4717713021051, -63.6822509765625 -19.4665922322076))",1123,509,109,4,2
4496770,2101223012200012,"POLYGON ((-63.973388671875 -19.8132221949385, -63.9678955078125 -19.8132221949385, -63.9678955078125 -19.818390093845, -63.973388671875 -19.818390093845, -63.973388671875 -19.8132221949385))",4047,877,37,5,1
4496771,2101223012200013,"POLYGON ((-63.9678955078125 -19.8132221949385, -63.96240234375 -19.8132221949385, -63.96240234375 -19.818390093845, -63.9678955078125 -19.818390093845, -63.9678955078125 -19.8132221949385))",1377,939,34,1,1
4496772,2101223012311030,"POLYGON ((-63.665771484375 -19.818390093845, -63.6602783203125 -19.818390093845, -63.6602783203125 -19.8235578247714, -63.665771484375 -19.8235578247714, -63.665771484375 -19.818390093845))",540,1115,77,3,2
4496773,2101223012311031,"POLYGON ((-63.6602783203125 -19.818390093845, -63.65478515625 -19.818390093845, -63.65478515625 -19.8235578247714, -63.6602783203125 -19.8235578247714, -63.6602783203125 -19.818390093845))",600,756,135,2,2
4496774,2101223030110013,"POLYGON ((-63.7042236328125 -19.978511460657, -63.69873046875 -19.978511460657, -63.69873046875 -19.9836739660925, -63.7042236328125 -19.9836739660925, -63.7042236328125 -19.978511460657))",74,149,294,1,1
4496775,2101223031010232,"POLYGON ((-63.533935546875 -20.0094839553345, -63.5284423828125 -20.0094839553345, -63.5284423828125 -20.0146454453414, -63.533935546875 -20.0146454453414, -63.533935546875 -20.0094839553345))",4871,2089,115,5,1
4496776,2101223031012010,"POLYGON ((-63.533935546875 -20.0146454453414, -63.5284423828125 -20.0146454453414, -63.5284423828125 -20.0198067659829, -63.533935546875 -20.0198067659829, -63.533935546875 -20.0146454453414))",3591,1165,147,3,2
4496777,2101223031012012,"POLYGON ((-63.533935546875 -20.0198067659829, -63.5284423828125 -20.0198067659829, -63.5284423828125 -20.0249679172228, -63.533935546875 -20.0249679172228, -63.533935546875 -20.0198067659829))",1568,340,154,1,1
4496778,2101223031012030,"POLYGON ((-63.533935546875 -20.0249679172228, -63.5284423828125 -20.0249679172228, -63.5284423828125 -20.0301288990247, -63.533935546875 -20.0301288990247, -63.533935546875 -20.0249679172228))",3974,5772,119,3,1
4496779,2101223031012032,"POLYGON ((-63.533935546875 -20.0301288990247, -63.5284423828125 -20.0301288990247, -63.5284423828125 -20.0352897113524, -63.533935546875 -20.0352897113524, -63.533935546875 -20.0301288990247))",5156,2283,123,1,1
4496780,2101223031012211,"POLYGON ((-63.5284423828125 -20.0352897113524, -63.52294921875 -20.0352897113524, -63.52294921875 -20.0404503541695, -63.5284423828125 -20.0404503541695, -63.5284423828125 -20.0352897113524))",19306,5653,52,1,1
4496781,2101223102023133,"POLYGON ((-63.1988525390625 -19.782211275968, -63.193359375 -19.782211275968, -63.193359375 -19.7873801819862, -63.1988525390625 -19.7873801819862, -63.1988525390625 -19.782211275968))",2759,213,378,1,1
4496782,2101223102023310,"POLYGON ((-63.204345703125 -19.7873801819862, -63.1988525390625 -19.7873801819862, -63.1988525390625 -19.792548920244, -63.204345703125 -19.792548920244, -63.204345703125 -19.7873801819862))",831,1410,237,7,3
4496783,2101223102032022,"POLYGON ((-63.193359375 -19.782211275968, -63.1878662109375 -19.782211275968, -63.1878662109375 -19.7873801819862, -63.193359375 -19.7873801819862, -63.193359375 -19.782211275968))",653,245,227,2,1
4496784,2101223120010211,"POLYGON ((-63.1768798828125 -19.9939984694855, -63.17138671875 -19.9939984694855, -63.17138671875 -19.9991604673703, -63.1768798828125 -19.9991604673703, -63.1768798828125 -19.9939984694855))",990,2620,162,1,1
4496785,2101223120011112,"POLYGON ((-63.116455078125 -19.978511460657, -63.1109619140625 -19.978511460657, -63.1109619140625 -19.9836739660925, -63.116455078125 -19.9836739660925, -63.116455078125 -19.978511460657))",2349,2364,162,5,1
4496786,2101223212121211,"POLYGON ((-63.7481689453125 -21.063997063246, -63.74267578125 -21.063997063246, -63.74267578125 -21.0691230833547, -63.7481689453125 -21.0691230833547, -63.7481689453125 -21.063997063246))",8327,982,63,1,1
4496787,2101223213033032,"POLYGON ((-63.489990234375 -21.0998754927012, -63.4844970703125 -21.0998754927012, -63.4844970703125 -21.1050002753821, -63.489990234375 -21.1050002753821, -63.489990234375 -21.0998754927012))",858,426,80,1,1
4496788,2101223213220210,"POLYGON ((-63.621826171875 -21.2279419050582, -63.6163330078125 -21.2279419050582, -63.6163330078125 -21.2330622544128, -63.621826171875 -21.2330622544128, -63.621826171875 -21.2279419050582))",1445,1099,145,12,2
4496789,2101223213220300,"POLYGON ((-63.61083984375 -21.2279419050582, -63.6053466796875 -21.2279419050582, -63.6053466796875 -21.2330622544128, -63.61083984375 -21.2330622544128, -63.61083984375 -21.2279419050582))",1854,754,87,2,2
4496790,2101223213220310,"POLYGON ((-63.599853515625 -21.2279419050582, -63.5943603515625 -21.2279419050582, -63.5943603515625 -21.2330622544128, -63.599853515625 -21.2330622544128, -63.599853515625 -21.2279419050582))",4855,1884,57,1,1
4496791,2101223213221023,"POLYGON ((-63.5833740234375 -21.2228213779531, -63.577880859375 -21.2228213779531, -63.577880859375 -21.2279419050582, -63.5833740234375 -21.2279419050582, -63.5833740234375 -21.2228213779531))",2501,2022,114,11,1
4496792,2101223213222200,"POLYGON ((-63.6328125 -21.2688997199677, -63.6273193359375 -21.2688997199677, -63.6273193359375 -21.2740186460695, -63.6328125 -21.2740186460695, -63.6328125 -21.2688997199677))",3801,1795,31,1,1
4496793,2101223213233113,"POLYGON ((-63.4625244140625 -21.2535418736328, -63.45703125 -21.2535418736328, -63.45703125 -21.2586613337147, -63.4625244140625 -21.2586613337147, -63.4625244140625 -21.2535418736328))",1926,471,45,1,1
4496794,2101223213233120,"POLYGON ((-63.47900390625 -21.2586613337147, -63.4735107421875 -21.2586613337147, -63.4735107421875 -21.2637806158378, -63.47900390625 -21.2637806158378, -63.47900390625 -21.2586613337147))",4821,2889,36,1,1
4496795,2101223213233122,"POLYGON ((-63.47900390625 -21.2637806158378, -63.4735107421875 -21.2637806158378, -63.4735107421875 -21.2688997199677, -63.47900390625 -21.2688997199677, -63.47900390625 -21.2637806158378))",10347,6319,26,2,1
4496796,2101223213233123,"POLYGON ((-63.4735107421875 -21.2637806158378, -63.468017578125 -21.2637806158378, -63.468017578125 -21.2688997199677, -63.4735107421875 -21.2688997199677, -63.4735107421875 -21.2637806158378))",4384,2229,78,2,2
4496797,2101223213233130,"POLYGON ((-63.468017578125 -21.2586613337147, -63.4625244140625 -21.2586613337147, -63.4625244140625 -21.2637806158378, -63.468017578125 -21.2637806158378, -63.468017578125 -21.2586613337147))",3762,7502,28,2,2
4496798,2101223213233131,"POLYGON ((-63.4625244140625 -21.2586613337147, -63.45703125 -21.2586613337147, -63.45703125 -21.2637806158378, -63.4625244140625 -21.2637806158378, -63.4625244140625 -21.2586613337147))",1883,490,42,2,1
4496799,2101223213233133,"POLYGON ((-63.4625244140625 -21.2637806158378, -63.45703125 -21.2637806158378, -63.45703125 -21.2688997199677, -63.4625244140625 -21.2688997199677, -63.4625244140625 -21.2637806158378))",1835,648,236,5,1
4496800,2101223213233310,"POLYGON ((-63.468017578125 -21.2688997199677, -63.4625244140625 -21.2688997199677, -63.4625244140625 -21.2740186460695, -63.468017578125 -21.2740186460695, -63.468017578125 -21.2688997199677))",844,804,66,2,1
