,quadkey,tile,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
4495211,2101220031130233,"POLYGON ((-66.1651611328125 -17.4292696679525, -66.15966796875 -17.4292696679525, -66.15966796875 -17.4345105515229, -66.1651611328125 -17.4345105515229, -66.1651611328125 -17.4292696679525))",14737,3448,23,11,4
4495212,2101220031130300,"POLYGON ((-66.15966796875 -17.4135461143744, -66.1541748046875 -17.4135461143744, -66.1541748046875 -17.4187874493387, -66.15966796875 -17.4187874493387, -66.15966796875 -17.4135461143744))",10719,6420,22,71,8
4495213,2101220031130301,"POLYGON ((-66.1541748046875 -17.4135461143744, -66.148681640625 -17.4135461143744, -66.148681640625 -17.4187874493387, -66.1541748046875 -17.4187874493387, -66.1541748046875 -17.4135461143744))",8617,4623,21,12,3
4495214,2101220031130302,"POLYGON ((-66.15966796875 -17.4187874493387, -66.1541748046875 -17.4187874493387, -66.1541748046875 -17.4240286338779, -66.15966796875 -17.4240286338779, -66.15966796875 -17.4187874493387))",7453,3894,31,31,12
4495215,2101220031130303,"POLYGON ((-66.1541748046875 -17.4187874493387, -66.148681640625 -17.4187874493387, -66.148681640625 -17.4240286338779, -66.1541748046875 -17.4240286338779, -66.1541748046875 -17.4187874493387))",7418,3793,18,9,6
4495216,2101220031130310,"POLYGON ((-66.148681640625 -17.4135461143744, -66.1431884765625 -17.4135461143744, -66.1431884765625 -17.4187874493387, -66.148681640625 -17.4187874493387, -66.148681640625 -17.4135461143744))",12951,7563,28,2,1
4495217,2101220031130311,"POLYGON ((-66.1431884765625 -17.4135461143744, -66.1376953125 -17.4135461143744, -66.1376953125 -17.4187874493387, -66.1431884765625 -17.4187874493387, -66.1431884765625 -17.4135461143744))",5421,2960,30,19,6
4495218,2101220031130312,"POLYGON ((-66.148681640625 -17.4187874493387, -66.1431884765625 -17.4187874493387, -66.1431884765625 -17.4240286338779, -66.148681640625 -17.4240286338779, -66.148681640625 -17.4187874493387))",16591,10945,37,17,2
4495219,2101220031130313,"POLYGON ((-66.1431884765625 -17.4187874493387, -66.1376953125 -17.4187874493387, -66.1376953125 -17.4240286338779, -66.1431884765625 -17.4240286338779, -66.1431884765625 -17.4187874493387))",2658,561,47,4,2
4495220,2101220031130320,"POLYGON ((-66.15966796875 -17.4240286338779, -66.1541748046875 -17.4240286338779, -66.1541748046875 -17.4292696679525, -66.15966796875 -17.4292696679525, -66.15966796875 -17.4240286338779))",9718,3652,46,29,10
4495221,2101220031130321,"POLYGON ((-66.1541748046875 -17.4240286338779, -66.148681640625 -17.4240286338779, -66.148681640625 -17.4292696679525, -66.1541748046875 -17.4292696679525, -66.1541748046875 -17.4240286338779))",8830,2736,20,3,3
4495222,2101220031130322,"POLYGON ((-66.15966796875 -17.4292696679525, -66.1541748046875 -17.4292696679525, -66.1541748046875 -17.4345105515229, -66.15966796875 -17.4345105515229, -66.15966796875 -17.4292696679525))",8596,4049,38,32,9
4495223,2101220031130323,"POLYGON ((-66.1541748046875 -17.4292696679525, -66.148681640625 -17.4292696679525, -66.148681640625 -17.4345105515229, -66.1541748046875 -17.4345105515229, -66.1541748046875 -17.4292696679525))",4824,2234,49,22,8
4495224,2101220031130331,"POLYGON ((-66.1431884765625 -17.4240286338779, -66.1376953125 -17.4240286338779, -66.1376953125 -17.4292696679525, -66.1431884765625 -17.4292696679525, -66.1431884765625 -17.4240286338779))",5201,564,28,1,1
4495225,2101220031131000,"POLYGON ((-66.1376953125 -17.3925792710578, -66.1322021484375 -17.3925792710578, -66.1322021484375 -17.3978212073268, -66.1376953125 -17.3978212073268, -66.1376953125 -17.3925792710578))",3530,2126,84,6,4
4495226,2101220031131002,"POLYGON ((-66.1376953125 -17.3978212073268, -66.1322021484375 -17.3978212073268, -66.1322021484375 -17.4030629933289, -66.1376953125 -17.4030629933289, -66.1376953125 -17.3978212073268))",1367,3035,42,1,1
4495227,2101220031131021,"POLYGON ((-66.1322021484375 -17.4030629933289, -66.126708984375 -17.4030629933289, -66.126708984375 -17.4083046290247, -66.1322021484375 -17.4083046290247, -66.1322021484375 -17.4030629933289))",30601,5857,3,1,1
4495228,2101220031131032,"POLYGON ((-66.126708984375 -17.4083046290247, -66.1212158203125 -17.4083046290247, -66.1212158203125 -17.4135461143744, -66.126708984375 -17.4135461143744, -66.126708984375 -17.4083046290247))",4439,703,15,7,1
4495229,2101220031131100,"POLYGON ((-66.11572265625 -17.3925792710578, -66.1102294921875 -17.3925792710578, -66.1102294921875 -17.3978212073268, -66.11572265625 -17.3978212073268, -66.11572265625 -17.3925792710578))",5041,1726,17,1,1
4495230,2101220031131103,"POLYGON ((-66.1102294921875 -17.3978212073268, -66.104736328125 -17.3978212073268, -66.104736328125 -17.4030629933289, -66.1102294921875 -17.4030629933289, -66.1102294921875 -17.3978212073268))",7909,4074,16,30,2
4495231,2101220031131123,"POLYGON ((-66.1102294921875 -17.4083046290247, -66.104736328125 -17.4083046290247, -66.104736328125 -17.4135461143744, -66.1102294921875 -17.4135461143744, -66.1102294921875 -17.4083046290247))",2032,222,75,1,1
4495232,2101220031131131,"POLYGON ((-66.0992431640625 -17.4030629933289, -66.09375 -17.4030629933289, -66.09375 -17.4083046290247, -66.0992431640625 -17.4083046290247, -66.0992431640625 -17.4030629933289))",3892,564,94,2,1
4495233,2101220031131200,"POLYGON ((-66.1376953125 -17.4135461143744, -66.1322021484375 -17.4135461143744, -66.1322021484375 -17.4187874493387, -66.1376953125 -17.4187874493387, -66.1376953125 -17.4135461143744))",7031,817,23,1,1
4495234,2101220031131202,"POLYGON ((-66.1376953125 -17.4187874493387, -66.1322021484375 -17.4187874493387, -66.1322021484375 -17.4240286338779, -66.1376953125 -17.4240286338779, -66.1376953125 -17.4187874493387))",4243,3239,64,12,3
4495235,2101220031131210,"POLYGON ((-66.126708984375 -17.4135461143744, -66.1212158203125 -17.4135461143744, -66.1212158203125 -17.4187874493387, -66.126708984375 -17.4187874493387, -66.126708984375 -17.4135461143744))",1983,787,22,3,2
4495236,2101220031131212,"POLYGON ((-66.126708984375 -17.4187874493387, -66.1212158203125 -17.4187874493387, -66.1212158203125 -17.4240286338779, -66.126708984375 -17.4240286338779, -66.126708984375 -17.4187874493387))",2836,1471,88,2,1
4495237,2101220031131213,"POLYGON ((-66.1212158203125 -17.4187874493387, -66.11572265625 -17.4187874493387, -66.11572265625 -17.4240286338779, -66.1212158203125 -17.4240286338779, -66.1212158203125 -17.4187874493387))",2789,1784,29,24,2
4495238,2101220031131220,"POLYGON ((-66.1376953125 -17.4240286338779, -66.1322021484375 -17.4240286338779, -66.1322021484375 -17.4292696679525, -66.1376953125 -17.4292696679525, -66.1376953125 -17.4240286338779))",5536,838,29,3,2
4495239,2101220031131221,"POLYGON ((-66.1322021484375 -17.4240286338779, -66.126708984375 -17.4240286338779, -66.126708984375 -17.4292696679525, -66.1322021484375 -17.4292696679525, -66.1322021484375 -17.4240286338779))",3334,1666,57,3,3
4495240,2101220031131231,"POLYGON ((-66.1212158203125 -17.4240286338779, -66.11572265625 -17.4240286338779, -66.11572265625 -17.4292696679525, -66.1212158203125 -17.4292696679525, -66.1212158203125 -17.4240286338779))",3856,752,14,5,1
4495241,2101220031131232,"POLYGON ((-66.126708984375 -17.4292696679525, -66.1212158203125 -17.4292696679525, -66.1212158203125 -17.4345105515229, -66.126708984375 -17.4345105515229, -66.126708984375 -17.4292696679525))",976,257,66,2,1
4495242,2101220031131311,"POLYGON ((-66.0992431640625 -17.4135461143744, -66.09375 -17.4135461143744, -66.09375 -17.4187874493387, -66.0992431640625 -17.4187874493387, -66.0992431640625 -17.4135461143744))",4326,2903,39,1,1
4495243,2101220031131320,"POLYGON ((-66.11572265625 -17.4240286338779, -66.1102294921875 -17.4240286338779, -66.1102294921875 -17.4292696679525, -66.11572265625 -17.4292696679525, -66.11572265625 -17.4240286338779))",2099,594,47,64,2
4495244,2101220031132011,"POLYGON ((-66.1651611328125 -17.4345105515229, -66.15966796875 -17.4345105515229, -66.15966796875 -17.4397512845497, -66.1651611328125 -17.4397512845497, -66.1651611328125 -17.4345105515229))",10303,3589,24,5,5
4495245,2101220031132012,"POLYGON ((-66.170654296875 -17.4397512845497, -66.1651611328125 -17.4397512845497, -66.1651611328125 -17.4449918669933, -66.170654296875 -17.4449918669933, -66.170654296875 -17.4397512845497))",19535,11581,29,2,1
4495246,2101220031132013,"POLYGON ((-66.1651611328125 -17.4397512845497, -66.15966796875 -17.4397512845497, -66.15966796875 -17.4449918669933, -66.1651611328125 -17.4449918669933, -66.1651611328125 -17.4397512845497))",3102,2293,244,24,4
4495247,2101220031132033,"POLYGON ((-66.1651611328125 -17.4502322988142, -66.15966796875 -17.4502322988142, -66.15966796875 -17.4554725799728, -66.1651611328125 -17.4554725799728, -66.1651611328125 -17.4502322988142))",2630,2025,18,2,2
4495248,2101220031132100,"POLYGON ((-66.15966796875 -17.4345105515229, -66.1541748046875 -17.4345105515229, -66.1541748046875 -17.4397512845497, -66.15966796875 -17.4397512845497, -66.15966796875 -17.4345105515229))",6813,2578,75,115,13
4495249,2101220031132101,"POLYGON ((-66.1541748046875 -17.4345105515229, -66.148681640625 -17.4345105515229, -66.148681640625 -17.4397512845497, -66.1541748046875 -17.4397512845497, -66.1541748046875 -17.4345105515229))",9991,3075,15,1,1
4495250,2101220031132102,"POLYGON ((-66.15966796875 -17.4397512845497, -66.1541748046875 -17.4397512845497, -66.1541748046875 -17.4449918669933, -66.15966796875 -17.4449918669933, -66.15966796875 -17.4397512845497))",6479,3459,24,8,2
4495251,2101220031132103,"POLYGON ((-66.1541748046875 -17.4397512845497, -66.148681640625 -17.4397512845497, -66.148681640625 -17.4449918669933, -66.1541748046875 -17.4449918669933, -66.1541748046875 -17.4397512845497))",14698,7065,2,1,1
4495252,2101220031132110,"POLYGON ((-66.148681640625 -17.4345105515229, -66.1431884765625 -17.4345105515229, -66.1431884765625 -17.4397512845497, -66.148681640625 -17.4397512845497, -66.148681640625 -17.4345105515229))",3391,1164,15,1,1
4495253,2101220031132112,"POLYGON ((-66.148681640625 -17.4397512845497, -66.1431884765625 -17.4397512845497, -66.1431884765625 -17.4449918669933, -66.148681640625 -17.4449918669933, -66.148681640625 -17.4397512845497))",6393,1917,19,18,3
4495254,2101220031132113,"POLYGON ((-66.1431884765625 -17.4397512845497, -66.1376953125 -17.4397512845497, -66.1376953125 -17.4449918669933, -66.1431884765625 -17.4449918669933, -66.1431884765625 -17.4397512845497))",5827,1316,23,3,2
4495255,2101220031132120,"POLYGON ((-66.15966796875 -17.4449918669933, -66.1541748046875 -17.4449918669933, -66.1541748046875 -17.4502322988142, -66.15966796875 -17.4502322988142, -66.15966796875 -17.4449918669933))",886,1773,28,1,1
4495256,2101220031132122,"POLYGON ((-66.15966796875 -17.4502322988142, -66.1541748046875 -17.4502322988142, -66.1541748046875 -17.4554725799728, -66.15966796875 -17.4554725799728, -66.15966796875 -17.4502322988142))",8707,5850,106,7,3
4495257,2101220031132123,"POLYGON ((-66.1541748046875 -17.4502322988142, -66.148681640625 -17.4502322988142, -66.148681640625 -17.4554725799728, -66.1541748046875 -17.4554725799728, -66.1541748046875 -17.4502322988142))",1146,667,7,2,1
4495258,2101220031132130,"POLYGON ((-66.148681640625 -17.4449918669933, -66.1431884765625 -17.4449918669933, -66.1431884765625 -17.4502322988142, -66.148681640625 -17.4502322988142, -66.148681640625 -17.4449918669933))",12161,10997,20,27,4
4495259,2101220031132131,"POLYGON ((-66.1431884765625 -17.4449918669933, -66.1376953125 -17.4449918669933, -66.1376953125 -17.4502322988142, -66.1431884765625 -17.4502322988142, -66.1431884765625 -17.4449918669933))",9908,8540,18,17,3
4495260,2101220031132132,"POLYGON ((-66.148681640625 -17.4502322988142, -66.1431884765625 -17.4502322988142, -66.1431884765625 -17.4554725799728, -66.148681640625 -17.4554725799728, -66.148681640625 -17.4502322988142))",7955,3706,112,12,2
4495261,2101220031132133,"POLYGON ((-66.1431884765625 -17.4502322988142, -66.1376953125 -17.4502322988142, -66.1376953125 -17.4554725799728, -66.1431884765625 -17.4554725799728, -66.1431884765625 -17.4502322988142))",2813,611,310,1,1
4495262,2101220031132211,"POLYGON ((-66.1651611328125 -17.4554725799728, -66.15966796875 -17.4554725799728, -66.15966796875 -17.4607127104298, -66.1651611328125 -17.4607127104298, -66.1651611328125 -17.4554725799728))",3915,4393,28,1,1
4495263,2101220031132222,"POLYGON ((-66.181640625 -17.4711925190806, -66.1761474609375 -17.4711925190806, -66.1761474609375 -17.4764321971955, -66.181640625 -17.4764321971955, -66.181640625 -17.4711925190806))",6117,837,9,1,1
4495264,2101220031132230,"POLYGON ((-66.170654296875 -17.4659526901456, -66.1651611328125 -17.4659526901456, -66.1651611328125 -17.4711925190806, -66.170654296875 -17.4711925190806, -66.170654296875 -17.4659526901456))",8521,28843,32,1,1
4495265,2101220031132300,"POLYGON ((-66.15966796875 -17.4554725799728, -66.1541748046875 -17.4554725799728, -66.1541748046875 -17.4607127104298, -66.15966796875 -17.4607127104298, -66.15966796875 -17.4554725799728))",2585,1214,17,7,1
4495266,2101220031132302,"POLYGON ((-66.15966796875 -17.4607127104298, -66.1541748046875 -17.4607127104298, -66.1541748046875 -17.4659526901456, -66.15966796875 -17.4659526901456, -66.15966796875 -17.4607127104298))",2643,1628,57,3,1
4495267,2101220031132331,"POLYGON ((-66.1431884765625 -17.4659526901456, -66.1376953125 -17.4659526901456, -66.1376953125 -17.4711925190806, -66.1431884765625 -17.4711925190806, -66.1431884765625 -17.4659526901456))",1694,616,147,1,1
4495268,2101220031133001,"POLYGON ((-66.1322021484375 -17.4345105515229, -66.126708984375 -17.4345105515229, -66.126708984375 -17.4397512845497, -66.1322021484375 -17.4397512845497, -66.1322021484375 -17.4345105515229))",8973,4420,30,3,1
4495269,2101220031133011,"POLYGON ((-66.1212158203125 -17.4345105515229, -66.11572265625 -17.4345105515229, -66.11572265625 -17.4397512845497, -66.1212158203125 -17.4397512845497, -66.1212158203125 -17.4345105515229))",1551,235,74,30,1
4495270,2101220031133013,"POLYGON ((-66.1212158203125 -17.4397512845497, -66.11572265625 -17.4397512845497, -66.11572265625 -17.4449918669933, -66.1212158203125 -17.4449918669933, -66.1212158203125 -17.4397512845497))",1538,213,55,3,1
4495271,2101220031133021,"POLYGON ((-66.1322021484375 -17.4449918669933, -66.126708984375 -17.4449918669933, -66.126708984375 -17.4502322988142, -66.1322021484375 -17.4502322988142, -66.1322021484375 -17.4449918669933))",3466,892,24,2,2
4495272,2101220031133030,"POLYGON ((-66.126708984375 -17.4449918669933, -66.1212158203125 -17.4449918669933, -66.1212158203125 -17.4502322988142, -66.126708984375 -17.4502322988142, -66.126708984375 -17.4449918669933))",4896,924,31,1,1
4495273,2101220031133120,"POLYGON ((-66.11572265625 -17.4449918669933, -66.1102294921875 -17.4449918669933, -66.1102294921875 -17.4502322988142, -66.11572265625 -17.4502322988142, -66.11572265625 -17.4449918669933))",1812,191,55,3,1
4495274,2101220031133122,"POLYGON ((-66.11572265625 -17.4502322988142, -66.1102294921875 -17.4502322988142, -66.1102294921875 -17.4554725799728, -66.11572265625 -17.4554725799728, -66.11572265625 -17.4502322988142))",1394,229,64,14,1
4495275,2101220031133200,"POLYGON ((-66.1376953125 -17.4554725799728, -66.1322021484375 -17.4554725799728, -66.1322021484375 -17.4607127104298, -66.1376953125 -17.4607127104298, -66.1376953125 -17.4554725799728))",13990,14719,7,1,1
4495276,2101220031133220,"POLYGON ((-66.1376953125 -17.4659526901456, -66.1322021484375 -17.4659526901456, -66.1322021484375 -17.4711925190806, -66.1376953125 -17.4711925190806, -66.1376953125 -17.4659526901456))",5849,5248,34,1,1
4495277,2101220031133221,"POLYGON ((-66.1322021484375 -17.4659526901456, -66.126708984375 -17.4659526901456, -66.126708984375 -17.4711925190806, -66.1322021484375 -17.4711925190806, -66.1322021484375 -17.4659526901456))",2724,900,47,1,1
4495278,2101220031133222,"POLYGON ((-66.1376953125 -17.4711925190806, -66.1322021484375 -17.4711925190806, -66.1322021484375 -17.4764321971955, -66.1376953125 -17.4764321971955, -66.1376953125 -17.4711925190806))",840,591,67,1,1
4495279,2101220031133320,"POLYGON ((-66.11572265625 -17.4659526901456, -66.1102294921875 -17.4659526901456, -66.1102294921875 -17.4711925190806, -66.11572265625 -17.4711925190806, -66.11572265625 -17.4659526901456))",11021,880,21,2,1
4495280,2101220031133332,"POLYGON ((-66.104736328125 -17.4711925190806, -66.0992431640625 -17.4711925190806, -66.0992431640625 -17.4764321971955, -66.104736328125 -17.4764321971955, -66.104736328125 -17.4711925190806))",8127,8583,29,1,1
4495281,2101220031230210,"POLYGON ((-66.346435546875 -17.581194026506, -66.3409423828125 -17.581194026506, -66.3409423828125 -17.5864305282874, -66.346435546875 -17.5864305282874, -66.346435546875 -17.581194026506))",558,655,212,1,1
4495282,2101220031230313,"POLYGON ((-66.3189697265625 -17.5864305282874, -66.3134765625 -17.5864305282874, -66.3134765625 -17.5916668783816, -66.3189697265625 -17.5916668783816, -66.3189697265625 -17.5864305282874))",871,567,94,1,1
4495283,2101220031231202,"POLYGON ((-66.3134765625 -17.5864305282874, -66.3079833984375 -17.5864305282874, -66.3079833984375 -17.5916668783816, -66.3134765625 -17.5916668783816, -66.3134765625 -17.5864305282874))",2873,747,261,1,1
4495284,2101220031302233,"POLYGON ((-66.2530517578125 -17.5550092436676, -66.24755859375 -17.5550092436676, -66.24755859375 -17.5602465032949, -66.2530517578125 -17.5602465032949, -66.2530517578125 -17.5550092436676))",4948,3953,5,3,2
4495285,2101220031302322,"POLYGON ((-66.24755859375 -17.5550092436676, -66.2420654296875 -17.5550092436676, -66.2420654296875 -17.5602465032949, -66.24755859375 -17.5602465032949, -66.24755859375 -17.5550092436676))",5734,5894,6,1,1
4495286,2101220031310002,"POLYGON ((-66.181640625 -17.4816717244507, -66.1761474609375 -17.4816717244507, -66.1761474609375 -17.4869111008069, -66.181640625 -17.4869111008069, -66.181640625 -17.4816717244507))",6628,832,10,9,1
4495287,2101220031310012,"POLYGON ((-66.170654296875 -17.4816717244507, -66.1651611328125 -17.4816717244507, -66.1651611328125 -17.4869111008069, -66.170654296875 -17.4869111008069, -66.170654296875 -17.4816717244507))",1677,684,23,4,1
4495288,2101220031310020,"POLYGON ((-66.181640625 -17.4869111008069, -66.1761474609375 -17.4869111008069, -66.1761474609375 -17.4921503262244, -66.181640625 -17.4921503262244, -66.181640625 -17.4869111008069))",8871,1026,8,1,1
4495289,2101220033102020,"POLYGON ((-66.26953125 -17.6963619654033, -66.2640380859375 -17.6963619654033, -66.2640380859375 -17.7015951209871, -66.26953125 -17.7015951209871, -66.26953125 -17.6963619654033))",5466,845,38,2,1
4495290,2101220101333232,"POLYGON ((-65.423583984375 -16.9674870440704, -65.4180908203125 -16.9674870440704, -65.4180908203125 -16.972741019999, -65.423583984375 -16.972741019999, -65.423583984375 -16.9674870440704))",16648,9416,56,1,1
4495291,2101220102311202,"POLYGON ((-65.7861328125 -17.1670344214641, -65.7806396484375 -17.1670344214641, -65.7806396484375 -17.1722827816931, -65.7861328125 -17.1722827816931, -65.7861328125 -17.1670344214641))",15627,18604,70,4,1
4495292,2101220103110313,"POLYGON ((-65.4400634765625 -16.9990086932135, -65.4345703125 -16.9990086932135, -65.4345703125 -17.0042617862904, -65.4400634765625 -17.0042617862904, -65.4400634765625 -16.9990086932135))",2602,3410,29,2,2
4495293,2101220103112011,"POLYGON ((-65.4620361328125 -17.0147675305578, -65.45654296875 -17.0147675305578, -65.45654296875 -17.0200201816684, -65.4620361328125 -17.0200201816684, -65.4620361328125 -17.0147675305578))",9946,15351,18,1,1
4495294,2101220103112013,"POLYGON ((-65.4620361328125 -17.0200201816684, -65.45654296875 -17.0200201816684, -65.45654296875 -17.0252726853768, -65.4620361328125 -17.0252726853768, -65.4620361328125 -17.0200201816684))",12461,13411,11,3,1
4495295,2101220112101120,"POLYGON ((-65.14892578125 -16.9832485306907, -65.1434326171875 -16.9832485306907, -65.1434326171875 -16.9885020653736, -65.14892578125 -16.9885020653736, -65.14892578125 -16.9832485306907))",4186,5947,82,3,1
4495296,2101220112101123,"POLYGON ((-65.1434326171875 -16.9885020653736, -65.137939453125 -16.9885020653736, -65.137939453125 -16.9937554528946, -65.1434326171875 -16.9937554528946, -65.1434326171875 -16.9885020653736))",1570,3142,179,2,1
4495297,2101220112101211,"POLYGON ((-65.1544189453125 -16.9937554528946, -65.14892578125 -16.9937554528946, -65.14892578125 -16.9990086932135, -65.1544189453125 -16.9990086932135, -65.1544189453125 -16.9937554528946))",3969,1054,38,1,1
4495298,2101220120002200,"POLYGON ((-66.09375 -17.3716100241047, -66.0882568359375 -17.3716100241047, -66.0882568359375 -17.3768525610454, -66.09375 -17.3768525610454, -66.09375 -17.3716100241047))",5989,2032,28,108,6
4495299,2101220120002202,"POLYGON ((-66.09375 -17.3768525610454, -66.0882568359375 -17.3768525610454, -66.0882568359375 -17.3820949478775, -66.09375 -17.3820949478775, -66.09375 -17.3768525610454))",4850,908,23,11,4
4495300,2101220120002203,"POLYGON ((-66.0882568359375 -17.3768525610454, -66.082763671875 -17.3768525610454, -66.082763671875 -17.3820949478775, -66.0882568359375 -17.3820949478775, -66.0882568359375 -17.3768525610454))",2030,1415,22,1,1
4495301,2101220120002213,"POLYGON ((-66.0772705078125 -17.3768525610454, -66.07177734375 -17.3768525610454, -66.07177734375 -17.3820949478775, -66.0772705078125 -17.3820949478775, -66.0772705078125 -17.3768525610454))",2805,1675,36,2,1
4495302,2101220120002220,"POLYGON ((-66.09375 -17.3820949478775, -66.0882568359375 -17.3820949478775, -66.0882568359375 -17.3873371845615, -66.09375 -17.3873371845615, -66.09375 -17.3820949478775))",709,586,19,1,1
4495303,2101220120002221,"POLYGON ((-66.0882568359375 -17.3820949478775, -66.082763671875 -17.3820949478775, -66.082763671875 -17.3873371845615, -66.0882568359375 -17.3873371845615, -66.0882568359375 -17.3820949478775))",5859,1790,7,9,3
4495304,2101220120002223,"POLYGON ((-66.0882568359375 -17.3873371845615, -66.082763671875 -17.3873371845615, -66.082763671875 -17.3925792710578, -66.0882568359375 -17.3925792710578, -66.0882568359375 -17.3873371845615))",6243,2777,11,3,2
4495305,2101220120002231,"POLYGON ((-66.0772705078125 -17.3820949478775, -66.07177734375 -17.3820949478775, -66.07177734375 -17.3873371845615, -66.0772705078125 -17.3873371845615, -66.0772705078125 -17.3820949478775))",1978,475,48,3,1
4495306,2101220120002233,"POLYGON ((-66.0772705078125 -17.3873371845615, -66.07177734375 -17.3873371845615, -66.07177734375 -17.3925792710578, -66.0772705078125 -17.3925792710578, -66.0772705078125 -17.3873371845615))",6503,2757,3,1,1
4495307,2101220120002303,"POLYGON ((-66.0662841796875 -17.3768525610454, -66.060791015625 -17.3768525610454, -66.060791015625 -17.3820949478775, -66.0662841796875 -17.3820949478775, -66.0662841796875 -17.3768525610454))",4083,1068,7,4,1
4495308,2101220120002322,"POLYGON ((-66.07177734375 -17.3873371845615, -66.0662841796875 -17.3873371845615, -66.0662841796875 -17.3925792710578, -66.07177734375 -17.3925792710578, -66.07177734375 -17.3873371845615))",6521,2238,34,27,3
4495309,2101220120002331,"POLYGON ((-66.0552978515625 -17.3820949478775, -66.0498046875 -17.3820949478775, -66.0498046875 -17.3873371845615, -66.0552978515625 -17.3873371845615, -66.0552978515625 -17.3820949478775))",3190,679,28,5,1
4495310,2101220120002332,"POLYGON ((-66.060791015625 -17.3873371845615, -66.0552978515625 -17.3873371845615, -66.0552978515625 -17.3925792710578, -66.060791015625 -17.3925792710578, -66.060791015625 -17.3873371845615))",2176,821,25,1,1
4495311,2101220120020010,"POLYGON ((-66.082763671875 -17.3925792710578, -66.0772705078125 -17.3925792710578, -66.0772705078125 -17.3978212073268, -66.082763671875 -17.3978212073268, -66.082763671875 -17.3925792710578))",1393,54,25,1,1
4495312,2101220120020011,"POLYGON ((-66.0772705078125 -17.3925792710578, -66.07177734375 -17.3925792710578, -66.07177734375 -17.3978212073268, -66.0772705078125 -17.3978212073268, -66.0772705078125 -17.3925792710578))",2964,711,42,5,2
4495313,2101220120020012,"POLYGON ((-66.082763671875 -17.3978212073268, -66.0772705078125 -17.3978212073268, -66.0772705078125 -17.4030629933289, -66.082763671875 -17.4030629933289, -66.082763671875 -17.3978212073268))",2445,577,20,3,1
4495314,2101220120020022,"POLYGON ((-66.09375 -17.4083046290247, -66.0882568359375 -17.4083046290247, -66.0882568359375 -17.4135461143744, -66.09375 -17.4135461143744, -66.09375 -17.4083046290247))",209,626,40,1,1
4495315,2101220120020023,"POLYGON ((-66.0882568359375 -17.4083046290247, -66.082763671875 -17.4083046290247, -66.082763671875 -17.4135461143744, -66.0882568359375 -17.4135461143744, -66.0882568359375 -17.4083046290247))",4961,571,49,1,1
4495316,2101220120020030,"POLYGON ((-66.082763671875 -17.4030629933289, -66.0772705078125 -17.4030629933289, -66.0772705078125 -17.4083046290247, -66.082763671875 -17.4083046290247, -66.082763671875 -17.4030629933289))",3555,489,18,1,1
4495317,2101220120020100,"POLYGON ((-66.07177734375 -17.3925792710578, -66.0662841796875 -17.3925792710578, -66.0662841796875 -17.3978212073268, -66.07177734375 -17.3978212073268, -66.07177734375 -17.3925792710578))",3449,815,25,2,2
4495318,2101220120020110,"POLYGON ((-66.060791015625 -17.3925792710578, -66.0552978515625 -17.3925792710578, -66.0552978515625 -17.3978212073268, -66.060791015625 -17.3978212073268, -66.060791015625 -17.3925792710578))",343,6,41,1,1
4495319,2101220120020111,"POLYGON ((-66.0552978515625 -17.3925792710578, -66.0498046875 -17.3925792710578, -66.0498046875 -17.3978212073268, -66.0552978515625 -17.3978212073268, -66.0552978515625 -17.3925792710578))",14666,3127,17,2,2
4495320,2101220120020112,"POLYGON ((-66.060791015625 -17.3978212073268, -66.0552978515625 -17.3978212073268, -66.0552978515625 -17.4030629933289, -66.060791015625 -17.4030629933289, -66.060791015625 -17.3978212073268))",10031,5317,8,4,1
4495321,2101220120021002,"POLYGON ((-66.0498046875 -17.3978212073268, -66.0443115234375 -17.3978212073268, -66.0443115234375 -17.4030629933289, -66.0498046875 -17.4030629933289, -66.0498046875 -17.3978212073268))",562,929,34,1,1
4495322,2101220120021012,"POLYGON ((-66.038818359375 -17.3978212073268, -66.0333251953125 -17.3978212073268, -66.0333251953125 -17.4030629933289, -66.038818359375 -17.4030629933289, -66.038818359375 -17.3978212073268))",3504,975,201,41,5
4495323,2101220120021020,"POLYGON ((-66.0498046875 -17.4030629933289, -66.0443115234375 -17.4030629933289, -66.0443115234375 -17.4083046290247, -66.0498046875 -17.4083046290247, -66.0498046875 -17.4030629933289))",4597,1346,33,12,6
4495324,2101220120021021,"POLYGON ((-66.0443115234375 -17.4030629933289, -66.038818359375 -17.4030629933289, -66.038818359375 -17.4083046290247, -66.0443115234375 -17.4083046290247, -66.0443115234375 -17.4030629933289))",2290,1152,36,4,4
4495325,2101220120021022,"POLYGON ((-66.0498046875 -17.4083046290247, -66.0443115234375 -17.4083046290247, -66.0443115234375 -17.4135461143744, -66.0498046875 -17.4135461143744, -66.0498046875 -17.4083046290247))",5303,1061,70,1,1
4495326,2101220120021023,"POLYGON ((-66.0443115234375 -17.4083046290247, -66.038818359375 -17.4083046290247, -66.038818359375 -17.4135461143744, -66.0443115234375 -17.4135461143744, -66.0443115234375 -17.4083046290247))",2442,1017,86,5,1
4495327,2101220120021030,"POLYGON ((-66.038818359375 -17.4030629933289, -66.0333251953125 -17.4030629933289, -66.0333251953125 -17.4083046290247, -66.038818359375 -17.4083046290247, -66.038818359375 -17.4030629933289))",4787,876,22,1,1
