a0,a1,a2,a3,a4,a40,b1.b11.,b1.b12.,b1.b13.,b1.b14.,b1.b15.,b1.b16.,b1.other.,b2,b3,b4,b6,b71.b711.,b71.b712.,b72.b721.,b72.b722.,b72.b723.,b72.b724.,b72.b725.,b73.b731.,b73.b732.,b73.b733.,b73.b734.,b73.b735.,b74.b741.,b74.b742.,b8,b9,c1,c2,c3,c4,c5,c6,c6.other.,c9.c31.,c9.c32.,c9.c33.,c9.c34.,c9.c35.,c9.c36.,c9.c37.,c9.c38.,c9.c39.,c9.c40.,c9.other.,c10,d1,d2,d3.d31.,d3.d32.,d3.d33.,d3.d34.,d3.d35.,d3.d36.,d3.d37.,d3.d38.,d3.other.,d4,e1,e2,e3,e4,e5,e6.e41.,e6.e42.,e6.e43.,e6.e44.,e6.e45.,e6.e46.,e6.e47.,e6.e48.,e6.e49.,e6.e4101.,e6.e4102.,e6.other.,e7,e8,e8.other.,e9.e71.,e9.e72.,e9.e73.,e9.e74.,e9.e75.,e9.e76.,e9.e77.,e9.e78.,e9.other.,e10.e81.,e10.e82.,e10.e83.,e10.e84.,e10.e85.,e10.e86.,e10.e87.,e10.e88.,e10.e89.,e10.e90.,e10.e91.,e10.e92.,e10.e93.,e10.other.,e11,f1.f11.,f1.f12.,f1.f13.,f1.f14.,f1.f15.,f1.f16.,f1.f17.,g1,g1.other.,g2,g21,g3.g31.,g3.g32.,g3.g33.,g3.g34.,g3.g35.,g3.g36.,g3.g37.,g3.g38.,g3.g39.,g3.g40.,g3.g41.,g3.other.,h1,h2,h3,h4,h5,h6,h7,i1,i2,i3,i4,i5,i6,j11.SQ001.,j11.SQ002.,j11.SQ003.,j11.SQ004.,j11.SQ005.,j11.SQ006.,j11.SQ007.,j11.SQ008.,j2,k1.k12.,k1.k13.,k1.k14.,k1.k15.,k1.k16.,k1.other.,k2.k21.,k2.k22.,k2.k23.,k2.k24.,k2.k25.,k3,k4,k5,k6,k7,k8,l1.l11.,l1.l12.,l1.l13.,l1.l14.,l1.l15.,l1.other.,l2,l3,m1,m2,m3,m4,m5,m6,m7,m71,m8,m9,m10
Sí,Femenino,56,La Paz,El Alto,AYACUCHO TARDE,Sí,No,No,No,No,No,,31,Más de un año,20,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,Sí,Maneja de las kuaas,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,Sí,Sí,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Internet móvil,Otro,Movil,Sí,Sí,No,Sí,No,No,No,No,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,No,No,No,No,No,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,Sí,Elaboración de mapas,Sí,No,Sí,Sí,No,,Sí,No,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,No,No,No,No,Sí,No,,No,No,No,No,Sí,Nunca,Nunca,Clases prácticas,Nunca,Nunca,Nunca,No,No,No,No,Sí,,No,,regular,,mucho,,Sí,,regular,,Sí,,Asignar un horario extra
Sí,Femenino,40,Tarija,Tarija,ESTEBAN MIGLIACCI TARDE Tarde,No,No,Sí,No,No,No,,8,Más de un año,5,"Vida, Tierra y Territorio",N/A,N/A,No,Sí,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,,Sí,Computadora portátil,3,Sí,2,Por cuenta propia,,Sí,No,Sí,No,Sí,No,No,No,Sí,No,,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,Sí,,Sí,Sí,Sí,No,Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,,NA,Dudoso,Dudoso,Dudoso,Dudoso,No,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,,Sí,No,Sí,No,Sí,En este año,Sí,No,Siempre,Casi siempre,Ocasionalmente,Casi siempre,Ocasionalmente,Casi siempre,Siempre,Casi siempre,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,Sí,No,Casi siempre,Ocasionalmente,Seminarios,Rara vez,Casi siempre,Rara vez,Sí,Sí,Sí,No,Sí,,Sí,Nueva enseñanza para los estudiantes ,regular,por que es un buen proyecto que se debería dar en cada curso y no solo 4 y 5to de secundaria,mas o menos,Sin tecnologías no se avanza demasiado ,Sí,Si ya que van conociendo mas de las herramientas libres,buena,En  la manera de como enseñan con un data muy bien explicado,Sí,con muchas mas clases de las herramientas libres,"que deberían de dar un proyecto para todos los cursos a si el aprendizaje seria mayor, teniendo el conocimiento desde nivel básico"
Sí,Femenino,46,Tarija,Tarija,ESTEBAN MIGLIACCI TARDE Tarde,No,No,No,No,Sí,No,,4,Menos de un año,NA,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,,Sí,Computadora portátil,1,No,NA,Por cuenta propia,,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,No,No,,Internet fijo,Casa,,Sí,Sí,No,No,No,No,No,No,,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,,6,Sí,Dudoso,Dudoso,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,que no se capacite solo profesores si no estudiantes igual,No,No,Sí,No,No,,Sí,No,Siempre,Casi siempre,Ocasionalmente,Casi siempre,Casi siempre,Ocasionalmente,Casi siempre,Siempre,Sí,No,Sí,Sí,Sí,No,,Sí,Sí,Sí,No,No,Casi siempre,Casi siempre,Clases de laboratorios,Rara vez,Casi siempre,Ocasionalmente,Sí,No,Sí,No,Sí,,Sí,implementa nuevas enseñanzas de aprendizaje,regular,Me parece que es un buen método para que los alumnos y profesores logren implementar todo el año el proyecto,mas o menos,Por que con la tecnología se aprende mas,Sí,"Lograron implementar nuevos desarrollo y nuevas curiosidades en alguno de los estudiantes por las herramientas libres
",buena,me parece muy buena la forma que vinieron a enseñar ,Sí,si con mas preparación seria bueno,"que se de inicio al comenzar la gestión y no al finalizar ya que la mayoría de profesores estamos ocupados con las notas anuales de los estudiantes,"
Sí,Femenino,38,Tarija,Tarija,ESTEBAN MIGLIACCI TARDE Tarde,No,No,Sí,No,Sí,No,,10,Más de un año,5,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,Sí,No,No,N/A,N/A,Sí,,Sí,Computadora portátil,1,No,NA,Por cuenta propia,,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,,Internet móvil,Casa,,No,Sí,No,Sí,No,No,No,Sí,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,5,Dudoso,Dudoso,Dudoso,Sí,Dudoso,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,No,,N/A,N/A,Sí,No,No,,Sí,No,Ocasionalmente,Casi siempre,Ocasionalmente,Ocasionalmente,Casi siempre,Casi siempre,Casi siempre,Siempre,Sí,No,Sí,No,Sí,No,,Sí,Sí,Sí,Sí,No,Rara vez,Nunca,Seminarios,Ocasionalmente,Rara vez,Ocasionalmente,Sí,No,Sí,Sí,Sí,,Sí,Nuevo método de enseñanza ,buena,Al brindar nueva forma de enseñanza,mas o menos,es bueno que los alumnos aprendan mas,Sí,si mejoro las ganas de aprender,buena,al dar su tiempo y brindar ,No,,que esta bien el proyecto  de inclusión digital
Sí,Masculino,50,Oruro,Machacamarca,REPUBLICA DE MEXICO,No,Sí,No,No,No,No,,30,Más de un año,30,"Ciencia, Tecnología y Producción",No,Sí,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Unefco,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,No,No,No,No,No,No,No,Sí,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,,Internet fijo,Casa,,Sí,No,No,Sí,No,No,No,Sí,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,,3,Sí,Sí,Sí,Dudoso,Sí,Sí,Sí,Windows,,Sí,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Interactuar,Sí,Sí,Sí,Sí,Sí,En este año,Sí,No,Casi siempre,Casi siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Casi siempre,Casi siempre,Ocasionalmente,Sí,Sí,Sí,No,No,No,,No,Sí,No,Sí,No,Casi siempre,Casi siempre,Clases prácticas,Casi siempre,Casi siempre,Ocasionalmente,No,No,Sí,No,Sí,,No,,excelente,Me permite aplicar las TIC con el software libre,mucho,El interés de los estudiantes a las tics fortalece el aprendizaje.,Sí,No sólo el software libre sino toda aplicación de los tics.,excelente,Mejoré mucho mi conocimiento sobre la aplicación de los tics en el aula.,Sí,Fortalecen el aprendizaje.,Acompañar con vídeos tutoriales las sesiones.
No,Masculino,36,Tarija,Tarija,LIDIA DE CAMPOS Tarde,Sí,No,No,No,No,No,,12,Más de un año,5,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,"Geogebra, hojas de calculo.",Sí,Computadora de escritorio,2,No,NA,Por cuenta propia,,Sí,No,Sí,No,Sí,No,Sí,No,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,No,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,"class romm, video tutorial",Sí,No,No,No,Sí,En este año,Sí,Sí,Ocasionalmente,Ocasionalmente,Siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Rara vez,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,No,No,Siempre,Siempre,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,No,Sí,No,Sí,,Sí,Incluir el uso de las nuevas tecnologías de información y comunicación en el desarrollo de las clases mediante software libre,mala,No cumplieron con el cronograma establecido,mucho,Hoy en dia vivimos en un medio donde predomina el tema digital y es de mucha aceptación por parte de los estudiantes,No,No se aplicó el cronograma planificado con mi turno,mala,No hubo trabajo en aula con estudiantes en la materia que dicto,Sí,Los profesores antes de impartir una clase debemos capacitarnos para desempeñar nuestras funciones de manera adecuada,Responsabilidad a la hora de cumplir con sus atribuciones
Sí,Femenino,56,Beni,Trinidad,OTTO AGUILERA OJEDA Tarde,Sí,No,Sí,Sí,No,No,,34,Más de un año,30,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Utilizacion del Geogebra,Sí,Computadora portátil,1,No,NA,Por cuenta propia,,No,No,No,No,No,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,,No,No,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,No,No,Sí,No,No,Sí,,Internet móvil,Café Internet,,No,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,5,Sí,No,Dudoso,No,No,Dudoso,Dudoso,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,No,No,,N/A,N/A,Sí,No,No,,No,No,Rara vez,Rara vez,Rara vez,Rara vez,Nunca,Rara vez,Nunca,Rara vez,Sí,Sí,No,No,No,No,,Sí,No,No,No,No,Rara vez,Rara vez,Clases prácticas,Rara vez,Rara vez,Nunca,No,Sí,No,No,Sí,,Sí,Dicho proyecto consiste en prepararnos para poder utilizar las kuas dentro de las aulas y hacer de las matematicas mas dinamicas; creativas y divertidas.,buena,Los jovenes encargados del curso tienen mucha paciencia para capacitarnos.,mucho,Para q los estudisntes salgan de la rutina del cuaderno y la pizarra,No,porq no se ha dado en du totalidad el uso de las tics,buena,Tienen paciencia y capacidad para enseñar.,Sí,Para poder enseñar mejor y de manera creativa a los estudiantes .,Que de vez en cuando se de la capacitacion a los maestros y revisar alguna vez si las kuas estan funcionando perfectamente.
Sí,Femenino,45,Chuquisaca,Sucre,JAIME DE ZUDAÑEZ SECUNDARIA,Sí,No,Sí,No,No,No,,22,Más de un año,7,"Vida, Tierra y Territorio",N/A,N/A,Sí,No,Sí,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Manejo de las kuass,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,,Sí,No,No,Sí,Sí,No,Sí,No,Sí,No,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,Sí,Sí,Dudoso,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Rara vez,Ocasionalmente,Ocasionalmente,Casi siempre,Siempre,Casi siempre,Casi siempre,Sí,Sí,No,No,Sí,No,,Sí,Sí,No,No,No,Siempre,Siempre,Clases de laboratorios,Casi siempre,Ocasionalmente,Ocasionalmente,No,Sí,No,No,No,,No,,buena,Me sirvió bastante para que mis estudiantes desarrollen sus evaluaciones y conozcan algo más sobre el uso de las kuas,mucho,En estos tiempos les sirve de mucho para su vida diaria y su preparación para el increso a la universidad,Sí,Porque pueden deseenvolverse libremente,excelente,Porque nos colaboraron en todo momento y diseminaron todas las dudas que teniamos,Sí,Porque necesitamos actualizarnos para que haya una mejor enseñanza y réplica hacia los estudiantes,Que nos apoyen la siguiente gestión por lo menos el primer semestre. 
Sí,Masculino,40,Beni,Trinidad,SAN VICENTE I Tarde,Sí,No,Sí,No,No,No,,8,Más de un año,5,Cosmos y Pensamiento,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,Sí,Uso de las tic,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,Sí,No,No,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,No,No,No,,Internet móvil,Casa,,Sí,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,5,Sí,No,Sí,No,No,No,Sí,Windows,,Sí,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,Sí,No,,Sí,Sí,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Siempre,Siempre,Siempre,Siempre,Sí,Sí,No,No,Sí,No,,Sí,No,Sí,No,No,Siempre,Siempre,Talleres,Siempre,Nunca,Nunca,Sí,No,Sí,No,No,,Sí,Es un proyecto donde se pretende implementar el uso de la tecnologia para el aprendizaje y enzeñanza de las y los estudiantes.,buena,Porque algunos inconvenientes ajenos a nuestra voluntad no permitieron que se logre la capacitacion de manera exelente.,mucho,Por que estamos en tiempo donde la tecnologia crece a pasos agigantados y debemos estar totalmente a la par con ella,Sí,Porque es muy interesante ,buena,Porque se tubo mucha interrupcion para la realizacion de los talleres aun asi fue buena para mi,Sí,Porque se despejaria las dudas que se tiene en cuanto al manejo del sistema y la aplicacion de la misma,La observacion seria que el proyecto dio inicio un poco tarde y los problemas sucitados en el pais perjudico demaciado.
Sí,Femenino,38,Tarija,Tarija,LA PAZ Mañana,No,No,Sí,No,No,No,,15,Más de un año,13,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Uso de sotwar libre,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Registros ,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,Sí,Dudoso,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,No,No,Sí,Manejo de programas,Sí,No,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Ocasionalmente,Casi siempre,Casi siempre,Ocasionalmente,Rara vez,Rara vez,Ocasionalmente,Sí,Sí,Sí,No,Sí,No,,Sí,No,No,No,No,Siempre,Casi siempre,Clases prácticas,Ocasionalmente,Casi siempre,Ocasionalmente,No,Sí,No,No,Sí,,Sí,Que las clases sé desarrollen con  el uso de las tecnologias utilizando softwar libre,buena,Aprendi a utilizar en corto tiempo impres y sizi,mucho,Son utiles porque se motivan mas con los instrumentos tecnologicos,Sí,Se muestra una mejora en el rendimiento y las clases son mas participativas,buena,"Colaboran ,orientan y despejan las dudas e imparten los conocimientos para el uso del softwar libre",Sí,Ayuda a salir de la rutina y los trabajos que realizan los estudiantes son sorprendentes,Que se mantenga los voluntarios http://bit.ly/idprofesoresfinrios para aprender mas y nos ayuden a despejar algunas dudas
Sí,Femenino,33,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,No,No,Sí,No,No,No,,12,Más de un año,7,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,No,,Sí,Computadora portátil,2,No,NA,Por cuenta propia,,Sí,No,No,No,No,No,Sí,No,No,No,,No,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,,Internet fijo,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,,7,Sí,Sí,Dudoso,Sí,Sí,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,No,No,No,,No,No,Nunca,Nunca,Nunca,Nunca,Siempre,Casi siempre,Casi siempre,Casi siempre,Sí,No,No,Sí,Sí,No,,No,Sí,Sí,No,No,Siempre,Siempre,Clases prácticas,Nunca,Rara vez,Nunca,No,Sí,No,Sí,Sí,,No,,excelente,"Muy atentos en las practicas, con toda la disposición para enseñar ",mucho,"Si, por que hay mucho que aprender y así poder usar adecuadamente la tecnología ",Sí,,excelente,Siempre pendiente que vayamos en la práctica ,Sí,"Si, ya no sería problema para utilizar adecuadamente la tecnología ",No
Sí,Femenino,33,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,Sí,No,No,Sí,No,No,,6,Más de un año,3,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,Sí,Inclusión digital ,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,,Internet móvil,Casa,,Sí,No,No,No,No,No,No,No,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,,7,Sí,No,Dudoso,Sí,Dudoso,Dudoso,Dudoso,Linux,,No,NA,No,No,No,No,No,No,No,No,No,No,Sí,NA,No,No,No,No,,N/A,N/A,No,No,No,,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,No,No,No,No,,Sí,No,No,No,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,No,No,Sí,Sí,,Sí,Inclusión digital ,buena,Por ser claseses practicas y útil para el uso de laa tecnologia ,mucho,Por facilitar el aprendizaje ,Sí,Porque no se pierden los documentos,buena,Por su capacidad de enseñar,Sí,El uso de la tic mejora el conocimiento,Se debe hacer seguimiento en todo el proceso 
Sí,Femenino,33,Oruro,Oruro,JESUS DE NAZARETH,Sí,No,Sí,Sí,No,No,,9,Más de un año,2,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,INTERACTUANDO EN EL AULA A TRAVÉS DE LAS TIC,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,Sí,No,No,ELABORAR PRÁCTICAS Y EXÁMENES,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet móvil,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,,7,Sí,Sí,Dudoso,Sí,Dudoso,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,No,Sí,USAR EL CLASSROOM COMO UN MÉTODO TECNOLÓGICO EN EL AULA PARA TRABAJAR EN RED CON MIS ESTUDIANTES.,No,Sí,Sí,Sí,Sí,Hace dos años,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Casi siempre,Ocasionalmente,Rara vez,Casi siempre,Sí,No,Sí,No,Sí,No,,Sí,Sí,Sí,No,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Rara vez,Ocasionalmente,Rara vez,Sí,Sí,Sí,Sí,Sí,,Sí,ES UN PROGRAMA QUE PERMITE INCLUIR LA TECNOLOGÍA EN LOS PROCESOS ENSEÑANZA - APRENDIZAJE DE MANERA PROGRESIVA PARA OPTIMIZAR ESTE PROCESO EN LOS ESTUDIANTES.,buena,"PORQUE SE HIZO PRIMERAMENTE LA INSTALACIÓN DE LAS KUASS EN MÁS AULAS, EL CABLEADO CORRESPONDIENTE, LA ORIENTACIÓN A LOS MAESTROS Y MAESTRAS Y LA APLICACIÓN DE ESTA INCLUSIÓN DIGITAL.",mucho,"PORQUE ESTO PERMITE OPTIMIZAR EL APRENDIZAJE EN LOS ESTUDIANTES, ENSEÑAR DE MANERA MÁS OBJETIVA Y MENOS ABSTRACTA MUCHOS CONTENIDOS CON LA AYUDA DE LA TECNOLOGÍA.",Sí,"PORQUE EN MI CASO POR EJEMPLO LES PERMITIÓ VISUALIZAR LAS SOLUCIONES DE SISTEMAS DE ECUACIONES A TRAVÉS DE GRÁFICAS, ASÍ FUERON COMPRENDIENDO MEJOR ESTE CONTENIDO.",excelente,"PORQUE AYUDARON BASTANTE CON LA INSTALACIÓN DE LOS KUASS Y COMPUTADORAS EN VARIAS AULAS ,SU IMPLEMENTACIÓN Y POSTERIOR SEGUIMIENTO.",Sí,"PORQUE ME PERMITIRÍA DESARROLLAR MUCHOS CONTENIDOS DE UNA MANERA MÁS SENCILLA Y PRÁCTICA, ME PERMITIRÍA TENER UN MEJOR SEGUIMIENTO A MIS ESTUDIANTES, HACER MIS CLASES MÁS OBJETIVAS.","HACER UN MAYOR SEGUIMIENTO A LOS MAESTROS Y MAESTRAS DURANTE UN PERIODO MÁS LARGO, INCENTIVAR EL MÁS EL USO DEL INTERNET."
Sí,Femenino,44,Chuquisaca,Sucre,VICTORIA DIEZ (MAÑANA),Sí,No,Sí,Sí,No,No,,20,Más de un año,18,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,No,,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,,Internet móvil,Casa,,No,Sí,No,Sí,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,4,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,"Compartir información, selección correcta, producción de material innovador",Sí,No,Sí,Sí,No,,Sí,Sí,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Siempre,Siempre,Siempre,Sí,No,Sí,No,Sí,No,,Sí,Sí,No,No,No,Nunca,Rara vez,Clases prácticas,Ocasionalmente,Casi siempre,Rara vez,Sí,Sí,Sí,Sí,Sí,,Sí,Implica hacer de las TIC parte del proceso de apresdizaje recurriendo al sofware libre y para ello es esencial la capacidación docente pues nosotris somos los encargados de guiar ese proceso.,buena,"Por impartir capacitación práctica, personaliza y en coordinación con los interesados, además de estar dispuestos a aclarar dudas en el momento y brindar un apoyo constante en la unidad educativa.",mucho,"Porque en nuestra realidad actual la tecnología desarrolló bastante y el estudiantado, al que debemos guiar, vive en este mundo tecnológico día a día.",Sí,"Porque, en mi contexto, permite mayor accecibilidad de los estudiantes y todos los implicados.",buena,Por su actitud positiva ypredisponibilidad constante.,Sí,"Porque pienso que apenas empuezo a prender, me queda mucho por saber.","Que llegue a todos los docentes y no se quede en el principio, sino que concrete objetivos y deje docentes bien preparados lo que sin duda beneficia a la educación."
