a0,a1,a2,a3,a4,a40,b1.b11.,b1.b12.,b1.b13.,b1.b14.,b1.b15.,b1.b16.,b1.other.,b2,b3,b4,b6,b71.b711.,b71.b712.,b72.b721.,b72.b722.,b72.b723.,b72.b724.,b72.b725.,b73.b731.,b73.b732.,b73.b733.,b73.b734.,b73.b735.,b74.b741.,b74.b742.,b8,b9,c1,c2,c3,c4,c5,c6,c6.other.,c9.c31.,c9.c32.,c9.c33.,c9.c34.,c9.c35.,c9.c36.,c9.c37.,c9.c38.,c9.c39.,c9.c40.,c9.other.,c10,d1,d2,d3.d31.,d3.d32.,d3.d33.,d3.d34.,d3.d35.,d3.d36.,d3.d37.,d3.d38.,d3.other.,d4,e1,e2,e3,e4,e5,e6.e41.,e6.e42.,e6.e43.,e6.e44.,e6.e45.,e6.e46.,e6.e47.,e6.e48.,e6.e49.,e6.e4101.,e6.e4102.,e6.other.,e7,e8,e8.other.,e9.e71.,e9.e72.,e9.e73.,e9.e74.,e9.e75.,e9.e76.,e9.e77.,e9.e78.,e9.other.,e10.e81.,e10.e82.,e10.e83.,e10.e84.,e10.e85.,e10.e86.,e10.e87.,e10.e88.,e10.e89.,e10.e90.,e10.e91.,e10.e92.,e10.e93.,e10.other.,e11,f1.f11.,f1.f12.,f1.f13.,f1.f14.,f1.f15.,f1.f16.,f1.f17.,g1,g1.other.,g2,g21,g3.g31.,g3.g32.,g3.g33.,g3.g34.,g3.g35.,g3.g36.,g3.g37.,g3.g38.,g3.g39.,g3.g40.,g3.g41.,g3.other.,h1,h2,h3,h4,h5,h6,h7,i1,i2,i3,i4,i5,i6,j11.SQ001.,j11.SQ002.,j11.SQ003.,j11.SQ004.,j11.SQ005.,j11.SQ006.,j11.SQ007.,j11.SQ008.,j2,k1.k12.,k1.k13.,k1.k14.,k1.k15.,k1.k16.,k1.other.,k2.k21.,k2.k22.,k2.k23.,k2.k24.,k2.k25.,k3,k4,k5,k6,k7,k8,l1.l11.,l1.l12.,l1.l13.,l1.l14.,l1.l15.,l1.other.,l2,l3,m1,m2,m3,m4,m5,m6,m7,m71,m8,m9,m10
Sí,Femenino,33,La Paz,El Alto,ABEL ITURRALDE B,Sí,No,Sí,No,No,No,,5,Más de un año,3,Cosmos y Pensamiento,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,Sí,Unesco,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,,Internet móvil,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,Sí,Sí,Sí,Uso de programas,Sí,No,No,No,Sí,En este año,Sí,No,Rara vez,Rara vez,Ocasionalmente,Ocasionalmente,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,No,No,,Sí,Sí,Sí,No,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Rara vez,Rara vez,Nunca,Sí,Sí,Sí,Sí,No,,Sí,Es un proyecto de implementar la tecnologia en los avances curriculares,excelente,"Que son muy dinamicos, te brindan materiales y asesoria ",mas o menos,-0-,Sí,Por que los estudiantes lo dominan mejor en las herramientas,buena,Por que nos orienta acerca de los programas e implementa materiales en el aula,Sí,Por que es muy interesante para fuuros estudiantes,No
Sí,Femenino,55,La Paz,El Alto,PRIMAVERA B,No,No,Sí,No,No,No,,30,Más de un año,17,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,Sí,Free - Mind - Inkscape,Sí,Computadora de escritorio,2,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,Sí,Sí,No,No,,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,No,No,Sí,No,No,No,,Internet móvil,Casa,,Sí,Sí,No,No,Sí,No,No,No,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,,7,Dudoso,Dudoso,Dudoso,Dudoso,Dudoso,Dudoso,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,Sí,"Free - mind, inkacape",No,No,Sí,Sí,No,,Sí,No,Rara vez,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,Siempre,Ocasionalmente,Ocasionalmente,Sí,No,Sí,No,Sí,No,,Sí,Sí,Sí,No,No,Siempre,Casi siempre,Clases prácticas,Nunca,Nunca,Nunca,No,No,No,No,No,mas aulas ,Sí,"Facilita el desarrollo de habilidades tecnológicas, para  incorporación al mundo digital, mediante su implementación en el proceso de aprendizaje.",buena,"Estos cursos, ayudan en la capacitación,en la formación como docente.",mucho,Facilitaría el proceso de aprendizaje con los estudiantes. ,No,Todavía por factor de tiempo aun no implemente en el aula.,buena,Me brindaron toda la ayuda posible.,Sí,Por que los estudiantes tomarían mas interés en el aula con el manejo del TIC.,"Los proyectos en la unidad, deberían ser al planificadas al principio de la gestión, para así poder implementarlo en aula y poder visualizar las dificultades que tenemos. "
Sí,Masculino,38,La Paz,El Alto,1RO. DE MAYO TARDE,Sí,No,No,No,No,No,,10,Más de un año,2,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,Sí,"Word, execel, sozi,freemind,inkscape",Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,No,No,Sí,No,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet móvil,Casa,,No,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,No,No,,N/A,N/A,No,No,Sí,En este año,Sí,Sí,Ocasionalmente,Siempre,Siempre,Ocasionalmente,Casi siempre,Rara vez,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,Sí,No,No,,Sí,Sí,No,No,No,Ocasionalmente,Casi siempre,Clases frontales,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,Sí,,Sí,Trata de poder usar las herramientas de software libre  coomo apoyo en nuestras clases con los alumnos,excelente,Por que los estudiantes  se motivaron en las clases en proceso de enseñar las lecciones,mucho,Es importante para  desarrollar las actividades para nuestras clases y nos ayuda en  nuestra labor como docentes,Sí,Por que los estudiantes se desenvuelven mejor y puden mostrar su creatividad ,buena,Nos facilitaron las clases capacitandonos con programas gratuitos que nos ayuda a crear nuestra clase,Sí,Con mas practica podemos habituarnos  al uso de la tecnologia en las clases,Planificar bien  un horario solicitado al director para poder aprender mejor
Sí,Femenino,59,Oruro,Oruro,PANTALEON DALENCE 1,Sí,No,Sí,No,No,No,,25,Más de un año,21,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,No,,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,No,No,No,No,No,Sí,,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,,Internet móvil,Casa,,Sí,No,Sí,No,Sí,No,No,No,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,,5,Sí,Dudoso,No,No,No,Sí,Dudoso,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,Sí,Rara vez,Siempre,Casi siempre,Siempre,Siempre,Nunca,Ocasionalmente,Rara vez,Sí,Sí,Sí,No,Sí,No,,No,Sí,Sí,No,No,Siempre,Siempre,Clases prácticas,Rara vez,Casi siempre,Casi siempre,No,No,Sí,No,Sí,,Sí,"Si, para mi es abrirse al mundo de la realidad virtual para que no estemos atrasados, estancados y no nos beneficiamos pero por ellos debemos abrirnos para no quedar atrás. ",buena,,mucho,"Es lindo utilizar esas herramientas peor tiene sus desventajas hace que las señoritas sean superficiales, se podría decir que se necesita herramientas donde se pueda ver la verdadera realidad para mejorar, potenciar los conocimientos. ",Sí,,buena,"Porque nos dieron nuevas herramientas quizás que no tengan costo para nosotros y no nos puedan apropiarnos, además que son bastante accesibles y nunca dijeron no. ",No,,"La recomendación es no descuidar los aprendizajes significativos, deben ser manuales, articular la ciencia con la tecnología con las realidad nacionales. "
Sí,Masculino,68,La Paz,El Alto,1RO. DE MAYO TARDE,Sí,No,No,No,No,No,,25,Más de un año,2,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,Sí,N/A,N/A,Sí,"capacitacion de manejo de kuass,word,execel,talleres,paquetes de musica, edicion de videos y musica",Sí,Computadora de escritorio,3,Sí,1,Por cuenta propia,,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet móvil,Casa,,No,Sí,Sí,Sí,Sí,Sí,No,No,,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,"encore, culeedit,musescore",Sí,No,No,No,Sí,En este año,Sí,Sí,Casi siempre,Casi siempre,Siempre,Casi siempre,Siempre,Siempre,Ocasionalmente,Ocasionalmente,Sí,No,Sí,No,No,No,,Sí,Sí,No,No,No,Siempre,Siempre,Talleres,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,Sí,Sí,,Sí,"Usar las herramientas tecnológicas como ejemplo el uso del software libre de música digitales, y la tecnología de los instrumentos tecnológicos.",buena,Por la facilidad de herramientas y dominio de conocimientos totales,mucho,Por que el proceso de enseñanza debe ser adaptado para cada área y  con sus respectiva materia ,Sí,"Permite la creación de su desarrollo creativo en el arte de la música, y gracias a la cual se integran las demás áreas",buena,he podido desarrollar nuestros conocimientos tecnológicos del aprendizaje atravez  del uso de las kuass,Sí,Por que la tecnología va avanzado y se requiere una actualización permanente,"atraves del ministerio de educación se implementen programas tecnológicos adaptables diferenciados áreas todos digital-izados e integrales, y que empiece en una fecha mas libre. "
Sí,Masculino,29,La Paz,La Paz,CRISTIANO VIDA NUEVA,No,Sí,No,No,No,No,,7,Más de un año,4,"Ciencia, Tecnología y Producción",No,Sí,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Tic en la educación informática y herramientas digitales,Sí,Computadora portátil,3,Sí,2,Por cuenta propia,,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Desarrollo de software,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Aula virtual,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet móvil,Colegio,,No,Sí,Sí,Sí,Sí,Sí,No,No,"Classroom, documentos en linea",Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Plataformas de envío y recepción de trabajos en línea ,Sí,No,Sí,Sí,Sí,En este año,No,Sí,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Casi siempre,Sí,Sí,Sí,Sí,Sí,No,,Sí,Sí,Sí,No,No,Casi siempre,Casi siempre,Clases de laboratorios,Casi siempre,Casi siempre,Casi siempre,Sí,Sí,No,No,Sí,Actualización de plataformas base,Sí,"Es uan actualización sobre uso de nuevas tecnologías ya sean de software libre o no aunque más es en el uso de programas gratuitos,  como es en linux y sus herramientas básicas para el uso práctico en las áreas que se imparte en la educación de jóvenes y adultos",regular,Falto mucho tiempo para el entendimiento formulado para el uso de software libre con los estudiantes. Y además de personal docente con experiencia para desarrollar los temas. ,mucho,A mas uso de tecnología el trabajo del estudiante solo llevará a el entendimiento razo a le y deductivo y no así como practico como repetición para el estudiantado. ,Sí,E istieron nuevas tecnologias basadas en que no es necesario una un programa con licencia para poder desarrollar su creatividad y entendimiento. Ya que existen miles de formas como el software libre para desarrollarlo. ,regular,Por el tiempo brindado en el aula con los estudiantes. ,Sí,Como una actualización tecnológica para el estudiantado. ,No sólo personal voluntario sino personal con experiencia en aula para el desarrollo de sus  lases con los estudiantes. 
Sí,Masculino,39,La Paz,El Alto,1RO. DE MAYO TARDE,Sí,No,No,Sí,Sí,No,,8,Menos de un año,NA,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,Sí,Manejo de kuass inkscape y sozi,Sí,Computadora de escritorio,1,Sí,1,Por cuenta propia,,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,No,Sí,Sí,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Educacion a distancia,Sí,No,No,No,Sí,Hace dos años,No,No,Siempre,Ocasionalmente,Ocasionalmente,Rara vez,Casi siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,Sí,Sí,No,,Sí,No,Sí,No,No,Ocasionalmente,Casi siempre,Clases frontales,Casi siempre,Casi siempre,Rara vez,Sí,No,No,No,Sí,,Sí,Capacitacion en el manejo de Kuass y capacitacion de software libre.,buena,Me ayudo en la el manejo de nuevas aplicaciones que puedan ser utiles en el desarrollo de clases,mucho,Por que la educacion necesita incorporar las nuevas tecnologias informaticas,Sí,Se nota mas atencion y genera mas espectativas en su aprendizajes,excelente,Diempre estuvieron predispuesto a generar espacios educativos en el mejoramiento de los metodos de enseñanza,Sí,Es fundamental incorporar metodologias que tengan q ver con las tecnologias,Quizas incorporar y hacer seguimiento desde las aulas para mejorar la enseñanza educativa
Sí,Masculino,55,La Paz,La Paz,ALFREDO VARGAS B,Sí,No,No,No,No,No,,5,Menos de un año,NA,"Vida, Tierra y Territorio",N/A,N/A,Sí,No,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,,Sí,Computadora portátil,1,Sí,2,Dotada por el ministerio,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,,Internet móvil,Café Internet,,No,Sí,No,Sí,No,No,No,No,,No,No,No,Sí,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,Sí,No,No,,N/A,N/A,Sí,Sí,No,,Sí,No,Rara vez,Casi siempre,Casi siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Casi siempre,Ocasionalmente,Sí,No,Sí,No,No,No,,No,Sí,No,No,No,Casi siempre,Rara vez,Clases prácticas,Ocasionalmente,Ocasionalmente,Rara vez,No,No,No,No,Sí,,No,,excelente,,mas o menos,,Sí,,regular,,No,,
Sí,Femenino,42,La Paz,El Alto,VILLA ALEMANIA,Sí,No,Sí,No,Sí,No,,11,Más de un año,9,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,DIPLOMADO EN  INFORMATICA EDUCATIVA,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,No,No,Sí,,No,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Sí,busqueda de informacion,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,,Internet móvil,Otro,acceso con telefonia movil,Sí,Sí,Sí,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,No,No,No,,7,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,No,No,No,,N/A,N/A,Sí,Sí,No,,No,No,Nunca,Nunca,Nunca,Nunca,Ocasionalmente,Nunca,Nunca,Nunca,Sí,No,No,No,Sí,Sí,,Sí,Sí,No,No,No,Ocasionalmente,Nunca,Clases prácticas,Nunca,Nunca,Nunca,No,No,No,No,No,solo era de acceso para estudiantes de la promocion,No,,regular,"No existió un apoyo concreto de parte de la dirección de la Unidad Educativa para concretar al 100% este proyecto
",mucho,"Porquese necesita eliminar el analfabetismo digital en el area educativa, las tendencias educativas  se basan en este tipo de aprendizaje",Sí,nos permiten a los maestros mostrar aspecto dificiles de hacer  comprender y entender a los estudiantes,buena,Muestran  interés en realizar este  proyecto,Sí,"porque nos permitirán  aplicar otras herramientas que podrían ser útiles en   el dearrollo de nuestras clases
",
Sí,Masculino,30,La Paz,El Alto,BAUTISTA SAAVEDRA,No,No,Sí,No,No,No,,11,Más de un año,6,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,manejo de Kuuas,Sí,Computadora de escritorio,2,No,NA,Por cuenta propia,,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,Programacion,Sí,Sí,Sí,No,No,Sí,No,Sí,No,No,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,,Internet fijo,Casa,,Sí,Sí,Sí,Sí,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Aula -taller,Sí,No,Sí,No,Sí,En este año,Sí,No,Siempre,Ocasionalmente,Ocasionalmente,Casi siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,No,No,No,No,,Sí,Sí,Sí,No,No,Casi siempre,Casi siempre,Talleres,Casi siempre,Casi siempre,Casi siempre,Sí,Sí,Sí,No,Sí,,Sí,Para que los maestros puedan ser protagonistas en la interaccion con la tecnologia dentro del aula.,buena,Porque fue personalizada durante el desarrollo de la capacitacion.,mucho,Porque la universalizacion del conocimiento esta vigente.,No,"Porque por el momento los estudiantes manejan sistemas operativos con licencia, ejemplo -windows.",buena,porque la capacitacion fue personalizada.,Sí,Lo necesario seria que cada estudiante posea su computadora y de esa forma promover mayor interaccion con la tecnologia.,Que la capacitacion se la realice durante todo el año.
Sí,Femenino,45,Cochabamba,Cochabamba,MERCEDES CANDIA DE OVANDO,Sí,No,Sí,No,No,No,,12,Más de un año,2,"Vida, Tierra y Territorio",N/A,N/A,No,No,Sí,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet móvil,Casa,,Sí,Sí,No,No,Sí,Sí,No,No,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,,4,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Dudoso,Windows,,Sí,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,No,No,No,,No,No,Nunca,Casi siempre,Rara vez,Ocasionalmente,Siempre,Ocasionalmente,Rara vez,Rara vez,Sí,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Nunca,Nunca,Nunca,Sí,Sí,Sí,Sí,Sí,,No,,regular,El factor tiempo que no ayuda a su total entendimiento porq no hay práctica de todo lo expuesto ,mucho,El uso de las TIC es cada vez más avanzado ,Sí,Ya los alumnos tienen más opciones de realizar prácticas y tareas ,buena,Por lo aprendido los alumnos ya presentan tareas y/o prácticas mejor elaboradas ,Sí,Porque estamos en constantes cambios y actualizaciones de programas ,Que el proyecto hubiera sido a principios de año y no al finalizar ya que el tiempo es más corto por las muchas actividades
Sí,Femenino,34,La Paz,El Alto,ATIPIRIS MAÑANA,No,No,Sí,No,No,No,,8,Más de un año,5,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,Sí,Quipus ,Sí,Computadora portátil,3,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,,Internet fijo,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,,7,Sí,Dudoso,No,Sí,Dudoso,Dudoso,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,No,Ocasionalmente,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Rara vez,Rara vez,Rara vez,No,Sí,Sí,No,Sí,No,,No,Sí,No,No,No,Casi siempre,Siempre,Clases prácticas,Casi siempre,Ocasionalmente,Ocasionalmente,Sí,No,No,No,No,,No,,buena,Es innovador y salimos de las clases tradicionales,mas o menos,La falta de equipamiento y mobiliario hacen difícil de que los estudiantes estén todos los días en las aulas virtuales,Sí,Porque les permitió desarrollarlos cuatro momentos metodologicos,buena,Fueron el apoyo pedagógico en el apoyo de conocimientos con respecto a las kuaas,Sí,Se mejoraría el conocimiento las clases serían más motivadas e interactivasl,Las clases tendrian que darse desde el principio del año escolar y no al concluir
Sí,Femenino,55,La Paz,El Alto,BAUTISTA SAAVEDRA,No,No,Sí,No,No,No,,20,Más de un año,20,"Ciencia, Tecnología y Producción",No,Sí,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,profocom,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,No,,Internet fijo,Casa,,Sí,No,No,No,No,No,No,No,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,,2,Sí,Dudoso,No,No,No,Sí,No,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,No,No,,Sí,No,Nunca,Nunca,Rara vez,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,Rara vez,Sí,No,No,No,Sí,No,,Sí,No,Sí,Sí,No,Siempre,Siempre,Clases prácticas,Ocasionalmente,Nunca,Nunca,Sí,No,No,No,No,,Sí,Para la integración de TICs en las aulas,buena,porque nos brindaron mayor informacion sobre el uso del TICs y su importancia para el desarrollo del aula.,mucho,"Porque su uso facilita el desarrollo y avance curricular con los estudiantes, al mismo tiempo el estudiante va adquiriendo conocimiento sobre la tecnologia.",Sí,Si porque el uso de mapas conceptuales y otros favoreceran al estudiante,buena,Porque la enseñanza fue personalizada y actualizada que favorecio bastante,Sí,porque mejoraria el uso de las kuas,Qu exista mas cursos de capacitacion que favorezca al maestro
Sí,Femenino,34,La Paz,El Alto,BAUTISTA SAAVEDRA,No,No,Sí,No,No,No,,8,Más de un año,3,Cosmos y Pensamiento,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Sí,Sí,profocom,Sí,Computadora de escritorio,2,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,,No,No,Sí,No,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,,Internet móvil,Café Internet,,No,Sí,Sí,No,No,No,No,No,,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,,5,Sí,Dudoso,Sí,Sí,Sí,No,Sí,Windows,,Sí,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,No,No,,N/A,N/A,Sí,No,Sí,Hace un año,No,No,Siempre,Casi siempre,Siempre,Casi siempre,Casi siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Sí,No,No,No,Sí,No,,Sí,Sí,No,No,No,Casi siempre,Casi siempre,Clases prácticas,Rara vez,Nunca,Nunca,No,Sí,No,No,No,,No,,buena,porque ayudan en  el desarrollo de las activadades pedagogicas,mucho,mejoraria por que es bueno para los estudiantes en la elaboracion de sus materiales pedagogicos,Sí,les ayuda para mejorar el manejo tecnologico,excelente,es comprensible y son muy pacientes,Sí,si,no
